source,arxiv_id,arxiv_title,arxiv_authors,published,dw_score,is_relevant_ge7,arxiv_url,lit_title,lit_authors,lit_year,note
arxiv_only,2301.03858v3,Replicating and extending chain-ladder via an age-period-cohort structure on the claim development in a run-off triangle,Gabriele Pittarello; Munir Hiabu; Andrés M. Villegas,2023-01-10,8,Yes,http://arxiv.org/abs/2301.03858v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2301.03005v1,Dynamic online prediction model and its application to automobile claim frequency data,Jiakun Jiang; Zhengxiao Li; Liang Yang,2023-01-08,,,http://arxiv.org/abs/2301.03005v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2301.01966v1,Ruin Probabilities for a Sparre Andersen Model with Investments: the Case of Annuity Payments,Yuri Kabanov; Platon Promyslov,2023-01-05,,,http://arxiv.org/abs/2301.01966v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2212.10930v1,Minimizing Worst-Case Violations of Neural Networks,Rahul Nellikkath; Spyros Chatzivasileiadis,2022-12-21,,,http://arxiv.org/abs/2212.10930v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2212.07802v1,Chaotic Variational Auto Encoder based One Class Classifier for Insurance Fraud Detection,K. S. N. V. K. Gangadhar; B. Akhil Kumar; Yelleti Vivek et al.,2022-12-15,,,http://arxiv.org/abs/2212.07802v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2212.00985v1,A comparative analysis of several multivariate zero-inflated and zero-modified models with applications in insurance,Pengcheng Zhang; David Pitt; Xueyuan Wu,2022-12-02,,,http://arxiv.org/abs/2212.00985v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2212.00101v1,mCube: Multinomial Micro-level reserving Model,Emmanuel Jordy Menvouta; Jolien Ponnet; Robin Van Oirbeek et al.,2022-11-30,9,Yes,http://arxiv.org/abs/2212.00101v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2210.01099v1,"Model error and its estimation, with particular application to loss reserving",G Taylor; G McGuire,2022-09-30,8,Yes,http://arxiv.org/abs/2210.01099v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2209.14129v2,Towards Automatic Forecasting: Evaluation of Time-Series Forecasting Models for Chickenpox Cases Estimation in Hungary,Wadie Skaf; Arzu Tosayeva; Dániel T. Várkonyi,2022-09-28,,,http://arxiv.org/abs/2209.14129v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2208.08430v3,Individual Claims Reserving using Activation Patterns,Marie Michaelides; Mathieu Pigeon; Hélène Cossette,2022-08-17,8,Yes,http://arxiv.org/abs/2208.08430v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2206.08541v5,Ensemble distributional forecasting for insurance loss reserving,Benjamin Avanzi; Yanfeng Li; Bernard Wong et al.,2022-06-17,9,Yes,http://arxiv.org/abs/2206.08541v5,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2205.07334v1,Mack-Net model: Blending Mack's model with Recurrent Neural Networks,Eduardo Ramos-Pérez; Pablo J. Alonso-González; José Javier Núñez-Velázquez,2022-05-15,9,Yes,http://arxiv.org/abs/2205.07334v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2203.12750v1,Copula-based Modeling for IBNR Claim Loss Reserving,Samira Zaroudi; Mohammad Reza Faridrohani; Mohammad Hassan Behzadi et al.,2022-03-23,8,Yes,http://arxiv.org/abs/2203.12750v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2203.07145v2,Bridging the gap between pricing and reserving with an occurrence and development model for non-life insurance claims,Jonas Crevecoeur; Katrien Antonio; Stijn Desmedt et al.,2022-03-14,8,Yes,http://arxiv.org/abs/2203.07145v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2203.00184v2,On the impact of outliers in loss reserving,Benjamin Avanzi; Mark Lavender; Greg Taylor et al.,2022-03-01,8,Yes,http://arxiv.org/abs/2203.00184v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2202.11778v1,baker: An R package for Nested Partially-Latent Class Models,Irena B Chen; Qiyuan Shi; Scott L Zeger et al.,2022-02-23,,,http://arxiv.org/abs/2202.11778v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2202.06191v12,Exploration and Incentivizing Participation in Randomized Trials,Yingkai Li; Aleksandrs Slivkins,2022-02-13,,,http://arxiv.org/abs/2202.06191v12,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2201.12164v3,Full Configuration Interaction Excited-State Energies in Large Active Spaces from Subspace Iteration with Repeated Random Sparsification,Samuel M. Greene; Robert J. Webber; James E. T. Smith et al.,2022-01-28,,,http://arxiv.org/abs/2201.12164v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2201.13267v1,Micro-level Reserving for General Insurance Claims using a Long Short-Term Memory Network,Ihsan Chaoubi; Camille Besse; Hélène Cossette et al.,2022-01-27,9,Yes,http://arxiv.org/abs/2201.13267v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2112.02006v1,User-click Modelling for Predicting Purchase Intent,Simone Borg Bruun,2021-12-03,,,http://arxiv.org/abs/2112.02006v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2112.00892v1,Band Structures of Edge Magnetoplasmon Crystals,Ken-ichi Sasaki,2021-12-02,,,http://arxiv.org/abs/2112.00892v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2111.05324v2,Average-case Speedup for Product Formulas,Chi-Fang; Chen; Fernando G. S. L. Brandão,2021-11-09,,,http://arxiv.org/abs/2111.05324v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2111.02125v5,Expected Complexity of Persistence Barcode Computation via Matrix Reduction,Barbara Giunti; Guillaume Houry; Michael Kerber et al.,2021-11-03,,,http://arxiv.org/abs/2111.02125v5,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2109.14001v1,Analysis of Error-prone Electronic Health Records with Multi-wave Validation Sampling: Association of Maternal Weight Gain during Pregnancy with Childhood Outcomes,Bryan E. Shepherd; Kyunghee Han; Tong Chen et al.,2021-09-28,,,http://arxiv.org/abs/2109.14001v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2109.08109v3,Standard Errors for Calibrated Parameters,Matthew D. Cocci; Mikkel Plagborg-Møller,2021-09-16,,,http://arxiv.org/abs/2109.08109v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2109.07473v2,Generalized XGBoost Method,Yang Guang,2021-09-15,,,http://arxiv.org/abs/2109.07473v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2109.06495v2,Error analysis for 2D stochastic Navier--Stokes equations in bounded domains with Dirichlet data,Dominic Breit; Andreas Prohl,2021-09-14,,,http://arxiv.org/abs/2109.06495v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2109.06163v2,On the Sins of Image Synthesis Loss for Self-supervised Depth Estimation,Zhaoshuo Li; Nathan Drenkow; Hao Ding et al.,2021-09-13,,,http://arxiv.org/abs/2109.06163v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2109.04058v4,SPLICE: A Synthetic Paid Loss and Incurred Cost Experience Simulator,Benjamin Avanzi; Gregory Clive Taylor; Melantha Wang,2021-09-09,8,Yes,http://arxiv.org/abs/2109.04058v4,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2109.01413v2,Frequency-Severity Experience Rating based on Latent Markovian Risk Profiles,Robert Matthijs Verschuren,2021-09-03,,,http://arxiv.org/abs/2109.01413v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2107.01176v2,Extremum Seeking Control with an Adaptive Gain Based On Gradient Estimation Error,Claus Danielson; Scott A. Bortoff; Ankush Chakrabarty,2021-07-02,,,http://arxiv.org/abs/2107.01176v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2106.10770v3,A Neural Frequency-Severity Model and Its Application to Insurance Claims,Dong-Young Lim,2021-06-20,,,http://arxiv.org/abs/2106.10770v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2106.07815v3,Asymptotically Optimal Locally Private Heavy Hitters via Parameterized Sketches,Hao Wu; Anthony Wirth,2021-06-15,,,http://arxiv.org/abs/2106.07815v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2106.02446v1,Modeling premiums of non-life insurance companies in India,Kartik Sethi; Siddhartha P. Chakrabarty,2021-06-04,,,http://arxiv.org/abs/2106.02446v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2106.00911v2,Optimal relativities in a modified Bonus-Malus system with long memory transition rules and frequency-severity dependence,Jae Youn Ahn; Eric C. K. Cheung; Rosy Oh et al.,2021-06-02,,,http://arxiv.org/abs/2106.00911v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2105.14682v1,Zero-shot Fact Verification by Claim Generation,Liangming Pan; Wenhu Chen; Wenhan Xiong et al.,2021-05-31,,,http://arxiv.org/abs/2105.14682v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2105.08690v2,"""Worst-Case"" Micro-Lensing in the Identification and Modeling of Lensed Quasars",Luke Weisenbach; Paul Schechter; Sahil Pontula,2021-05-18,,,http://arxiv.org/abs/2105.08690v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2105.07668v2,Probabilistic Robust Linear Quadratic Regulators with Gaussian Processes,Alexander von Rohr; Matthias Neumann-Brosig; Sebastian Trimpe,2021-05-17,,,http://arxiv.org/abs/2105.07668v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2105.02344v2,Policy Learning with Adaptively Collected Data,Ruohan Zhan; Zhimei Ren; Susan Athey et al.,2021-05-05,,,http://arxiv.org/abs/2105.02344v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2104.12852v1,Geographic ratemaking with spatial embeddings,Christopher Blier-Wong; Hélène Cossette; Luc Lamontagne et al.,2021-04-26,,,http://arxiv.org/abs/2104.12852v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2104.11900v1,Matrix Normal Cluster-Weighted Models,Salvatore D. Tomarchio; Paul D. McNicholas; Antonio Punzo,2021-04-24,,,http://arxiv.org/abs/2104.11900v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2104.10463v1,A geometric approximation of $δ$-interactions by Neumann Laplacians,Andrii Khrabustovskyi; Olaf Post,2021-04-21,,,http://arxiv.org/abs/2104.10463v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2104.06499v4,Existence of the first magic angle for the chiral model of bilayer graphene,Alexander B. Watson; Mitchell Luskin,2021-04-13,,,http://arxiv.org/abs/2104.06499v4,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2104.00472v3,"Quantum versus Classical Dynamics in Spin Models: Chains, Ladders, and Square Lattices",Dennis Schubert; Jonas Richter; Fengping Jin et al.,2021-04-01,,,http://arxiv.org/abs/2104.00472v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2103.10912v1,Copula Averaging for Tail Dependence in Insurance Claims Data,Sen Hu; Adrian O'Hagan,2021-03-19,,,http://arxiv.org/abs/2103.10912v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2103.05526v1,Using AoI Forecasts in Communicating and Robust Distributed Model-Predictive Control,Jannik Hahn; Richard Schoeffauer; Gerhard Wunder et al.,2021-03-09,,,http://arxiv.org/abs/2103.05526v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2103.02787v1,Effect of Vaccination to COVID-19 Disease Progression,Randy L. Caga-anan; Michelle N. Raza; Grace Shelda G. Labrador et al.,2021-03-04,,,http://arxiv.org/abs/2103.02787v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2102.00252v1,Synthetic Dataset Generation of Driver Telematics,Banghee So; Jean-Philippe Boucher; Emiliano A. Valdez,2021-01-30,,,http://arxiv.org/abs/2102.00252v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2101.10357v3,Regret-Optimal Filtering for Prediction and Estimation,Oron Sabag; Babak Hassibi,2021-01-25,,,http://arxiv.org/abs/2101.10357v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2012.06756v1,Gap Reduced Minimum Error Robust Simultaneous Estimation For Unstable Nano Air Vehicle,Jinraj V Pushpangathan; Harikumar Kandath; Suresh Sundaram et al.,2020-12-12,,,http://arxiv.org/abs/2012.06756v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2011.11959v2,Provably-Robust Runtime Monitoring of Neuron Activation Patterns,Chih-Hong Cheng,2020-11-24,,,http://arxiv.org/abs/2011.11959v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2011.07828v1,"Ruin probabilities with investments: smoothness, IDE and ODE, asymptotic behavior",Yuri Kabanov; Nikita Pukhlyakov,2020-11-16,,,http://arxiv.org/abs/2011.07828v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2011.05839v2,Social Diversity and Spread of Pandemic: Evidence from India,Upasak Das; Udayan Rathore; Prasenjit Sarkhel,2020-11-11,,,http://arxiv.org/abs/2011.05839v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2009.12071v2,Mott transition and electronic excitation of the Gutzwiller wavefunction,Masanori Kohno,2020-09-25,,,http://arxiv.org/abs/2009.12071v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2009.08832v4,Weakly measured while loops: peeking at quantum states,Pablo Andrés-Martínez; Chris Heunen,2020-09-18,,,http://arxiv.org/abs/2009.08832v4,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2009.04485v1,Aspect Classification for Legal Depositions,Saurabh Chakravarty; Satvik Chekuri; Maanav Mehrotra et al.,2020-09-09,,,http://arxiv.org/abs/2009.04485v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2008.11193v4,Individual Privacy Accounting via a Renyi Filter,Vitaly Feldman; Tijana Zrnic,2020-08-25,,,http://arxiv.org/abs/2008.11193v4,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2008.07564v1,Stochastic reserving with a stacked model based on a hybridized Artificial Neural Network,Eduardo Ramos-Pérez; Pablo J. Alonso-González; José Javier Núñez-Velázquez,2020-08-17,8,Yes,http://arxiv.org/abs/2008.07564v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2007.15172v1,Skewed link regression models for imbalanced binary response with applications to life insurance,Shuang Yin; Dipak K. Dey; Emiliano A. Valdez et al.,2020-07-30,,,http://arxiv.org/abs/2007.15172v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2007.15475v1,Connecting actuarial judgment to probabilistic learning techniques with graph theory,Roland R. Ramsahai,2020-07-29,,,http://arxiv.org/abs/2007.15475v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2007.07068v1,Modeling and measuring incurred claims risk liabilities for a multi-line property and casualty insurer,Carlos Andrés Araiza Iturria; Frédéric Godin; Mélina Mailhot,2020-07-14,8,Yes,http://arxiv.org/abs/2007.07068v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2006.14010v2,Raising Expectations: Automating Expected Cost Analysis with Types,Di Wang; David M Kahn; Jan Hoffmann,2020-06-24,,,http://arxiv.org/abs/2006.14010v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2005.10380v2,Phase diagram of an interacting staggered Su-Schrieffer-Heeger two-chain ladder close to a quantum critical point,A. A. Nersesyan,2020-05-20,,,http://arxiv.org/abs/2005.10380v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2005.03500v2,On unbalanced data and common shock models in stochastic loss reserving,Benjamin Avanzi; Gregory Clive Taylor; Phuong Anh Vu et al.,2020-05-07,8,Yes,http://arxiv.org/abs/2005.03500v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2004.13455v1,DTCA: Decision Tree-based Co-Attention Networks for Explainable Claim Verification,Lianwei Wu; Yuan Rao; Yongqiang Zhao et al.,2020-04-28,,,http://arxiv.org/abs/2004.13455v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2004.08032v3,A non-convex regularization approach for stable estimation of loss development factors,Himchan Jeong; Hyunwoong Chang; Emiliano A. Valdez,2020-04-17,7,Yes,http://arxiv.org/abs/2004.08032v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2004.06880v1,A multivariate evolutionary generalised linear model framework with adaptive estimation for claims reserving,Benjamin Avanzi; Gregory Clive Taylor; Phuong Anh Vu et al.,2020-04-15,8,Yes,http://arxiv.org/abs/2004.06880v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2004.08204v1,Modeling Institutional Credit Risk with Financial News,Tam Tran-The,2020-04-14,,,http://arxiv.org/abs/2004.08204v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,2004.06150v1,Assessing the Performance of the Discrete Generalised Pareto Distribution in Modelling Non-Life Insurance Claims,S. K-B. Dzidzornu; R. Minkah,2020-04-13,,,http://arxiv.org/abs/2004.06150v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1912.10526v1,Building and Testing Yield Curve Generators for P&C Insurance,Gary Venter; Kailan Shang,2019-12-22,,,http://arxiv.org/abs/1912.10526v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1912.02423v2,Generative Synthesis of Insurance Datasets,Kevin Kuo,2019-12-05,7,Yes,http://arxiv.org/abs/1912.02423v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1911.12405v1,Modelling dependence within and across run-off triangles for claims reserving,Luis E. Nieto-Barajas; Rodrigo S. Targino,2019-11-27,8,Yes,http://arxiv.org/abs/1911.12405v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1911.11484v2,Using Depth for Pixel-Wise Detection of Adversarial Attacks in Crowd Counting,Weizhe Liu; Mathieu Salzmann; Pascal Fua,2019-11-26,,,http://arxiv.org/abs/1911.11484v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1911.09432v3,A Cryptoeconomic Traffic Analysis of Bitcoin's Lightning Network,Ferenc Beres; Istvan Andras Seres; Andras A. Benczur,2019-11-21,,,http://arxiv.org/abs/1911.09432v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1911.06187v1,Concordance probability in a big data setting: application in non-life insurance,Robin Van Oirbeek; Christopher Grumiau; Tim Verdonck,2019-11-14,,,http://arxiv.org/abs/1911.06187v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1911.02418v1,Modelling extreme claims via composite models and threshold selection methods,Yinzhi Wang; Ingrid Hobæk Haff; Arne Huseby,2019-11-06,,,http://arxiv.org/abs/1911.02418v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1910.12692v3,A hierarchical reserving model for reported non-life insurance claims,Jonas Crevecoeur; Jens Robben; Katrien Antonio,2019-10-28,9,Yes,http://arxiv.org/abs/1910.12692v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1909.02403v3,Predictive Claim Scores for Dynamic Multi-Product Risk Classification in Insurance,Robert Matthijs Verschuren,2019-09-05,,,http://arxiv.org/abs/1909.02403v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1909.00339v1,Estimation of the detected background by the future gamma-ray transient mission CAMELOT,J. Ripa; G. Galgóczi; N. Werner et al.,2019-09-01,,,http://arxiv.org/abs/1909.00339v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1908.11529v2,On a weighted linear matroid intersection algorithm by deg-det computation,Hiroki Furue; Hiroshi Hirai,2019-08-30,,,http://arxiv.org/abs/1908.11529v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1908.05200v1,Nonparametric modeling cash flows of insurance company,Valery Baskakov; Nikolay Sheparnev; Evgeny Yanenko,2019-08-14,7,Yes,http://arxiv.org/abs/1908.05200v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1908.03239v2,Hamming and simplex codes for the sum-rank metric,Umberto Martínez-Peñas,2019-08-08,,,http://arxiv.org/abs/1908.03239v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1908.03145v1,Quantum-Limited Estimation of Phase Gradient,Walker Larson; Bahaa E. A. Saleh,2019-08-08,,,http://arxiv.org/abs/1908.03145v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1907.10271v1,Multilevel Monte Carlo Simulations of Composite Structures with Uncertain Manufacturing Defects,T. J. Dodwell; S. Kinston; R. Butler et al.,2019-07-24,,,http://arxiv.org/abs/1907.10271v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1904.04699v1,Bivariate Gamma Mixture of Experts Models for Joint Insurance Claims Modeling,Sen Hu; T Brendan Murphy; Adrian O'Hagan,2019-04-09,,,http://arxiv.org/abs/1904.04699v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1904.04609v1,A new perspective from a Dirichlet model for forecasting outstanding liabilities of nonlife insurers,Karthik Sriram; Peng Shi,2019-04-09,8,Yes,http://arxiv.org/abs/1904.04609v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1904.01199v2,Continuous chain-ladder with paid data,Stephan M. Bischofberger; Munir Hiabu; Alex Isakson,2019-04-02,8,Yes,http://arxiv.org/abs/1904.01199v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1903.10447v1,Frequency-splitting estimators of single-propagator traces,Leonardo Giusti; Tim Harris; Alessandro Nada et al.,2019-03-25,,,http://arxiv.org/abs/1903.10447v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1810.08466v2,ALM for insurers with multiple underwriting lines and portfolio constraints: a Lagrangian duality approach,Rafael Serrano; Camilo Castillo,2018-10-19,,,http://arxiv.org/abs/1810.08466v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1810.07211v4,A Subsampling Line-Search Method with Second-Order Results,El-houcine Bergou; Youssef Diouane; Vladimir Kunc et al.,2018-10-16,,,http://arxiv.org/abs/1810.07211v4,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1810.06893v2,Analysis of the infinite server queues with semi-Markovian multivariate discounted inputs,Landy Rabehasaina; Jae-Kyung Woo,2018-10-16,,,http://arxiv.org/abs/1810.06893v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1810.10970v1,Defining and estimating stochastic rate change in a dynamic general insurance portfolio,Roland R. Ramsahai,2018-10-04,,,http://arxiv.org/abs/1810.10970v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1808.07351v2,Long monotone trails in random edge-labelings of random graphs,Omer Angel; Asaf Ferber; Benny Sudakov et al.,2018-08-22,,,http://arxiv.org/abs/1808.07351v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1808.01369v1,"Optical Design of PICO, a Concept for a Space Mission to Probe Inflation and Cosmic Origins",Karl Young; Marcelo Alvarez; Nicholas Battaglia et al.,2018-08-03,,,http://arxiv.org/abs/1808.01369v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1808.00444v1,String tension and robustness of confinement properties of in the Schwinger-Thirring model,Joao C. Pinto Barros; Marcello Dalmonte; Andrea Trombettoni,2018-08-01,,,http://arxiv.org/abs/1808.00444v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1806.06853v1,A Hybrid Fuzzy Regression Model for Optimal Loss Reserving in Insurance,Woundjiagué Apollinaire; Mbele Bidima Martin Le Doux; Waweru Mwangi Ronald,2018-06-18,7,Yes,http://arxiv.org/abs/1806.06853v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1806.05939v1,Generalized Log-Normal Chain-Ladder,D. Kuang; B. Nielsen,2018-06-15,8,Yes,http://arxiv.org/abs/1806.05939v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1806.04530v1,A Least Squares Estimation of a Hybrid log-Poisson Regression and its Goodness of Fit for Optimal Loss Reserves in Insurance,Apollinaire Woundjiague; Martin Le Doux Mbele Bidima; Ronald Waweru Mwangi,2018-06-10,7,Yes,http://arxiv.org/abs/1806.04530v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1806.01928v3,A unified study of nonparametric inference for monotone functions,Ted Westling; Marco Carone,2018-06-05,,,http://arxiv.org/abs/1806.01928v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1806.01513v1,Accounting for Uncertainty About Past Values In Probabilistic Projections of the Total Fertility Rate for All Countries,Peiran Liu; Adrian E. Raftery,2018-06-05,,,http://arxiv.org/abs/1806.01513v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1805.08593v3,Confounding-Robust Policy Improvement,Nathan Kallus; Angela Zhou,2018-05-22,,,http://arxiv.org/abs/1805.08593v3,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1804.08650v2,Bayesian Bandwidth Test and Selection for High-dimensional Banded Precision Matrices,Kyoungjae Lee; Lizhen Lin,2018-04-23,,,http://arxiv.org/abs/1804.08650v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1804.06083v2,Asymmetric fitting function for condensed-phase Raman spectroscopy,Vitaly I. Korepanov; Darya M. Sedlovets,2018-04-17,,,http://arxiv.org/abs/1804.06083v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1802.10010v1,Near-IR transmission spectrum of HAT-P-32 b using HST/WFC3,M. Damiano; G. Morello; A. Tsiaras et al.,2018-02-27,,,http://arxiv.org/abs/1802.10010v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1802.07741v5,Extended Reduced-Form Framework for Non-Life Insurance,Francesca Biagini; Yinglin Zhang,2018-02-21,,,http://arxiv.org/abs/1802.07741v5,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1802.05437v2,Optimization of the light intensity for Photodetectors calibration,N. Anfimov; A. Rybnikov; A. Sotnikov,2018-02-15,,,http://arxiv.org/abs/1802.05437v2,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1802.00114v1,Low Complexity Time Domain Semi-Blind MIMO-OFDM Channel Estimation Using Adaptive Bussgang Algorithm,Ebrahim Karami; Markku Juntti,2018-02-01,,,http://arxiv.org/abs/1802.00114v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1801.06570v1,Joint estimation of parameters in Ising model,Promit Ghosal; Sumit Mukherjee,2018-01-19,,,http://arxiv.org/abs/1801.06570v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1801.04601v1,PACER: Peripheral Activity Completion Estimation and Recognition,Daniel Moore; Alexander Dean,2018-01-14,,,http://arxiv.org/abs/1801.04601v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
arxiv_only,1801.01792v1,Dynamic and granular loss reserving with copulae,Matúš Maciak; Ostap Okhrin; Michal Pešta,2018-01-05,8,Yes,http://arxiv.org/abs/1801.01792v1,,,,Retrieved by search — NOT in lit_review (high-confidence)
