source_file,batch_id,run_timestamp,line_number,paper_id,title,paper_url,published,lead_author,lead_author_surname,author_surnames,authors_full,relevance_score,is_relevant,summary,key_insight,present_in_lit_review
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,60,2412.07962v2,Mayfly: Private Aggregate Insights from Ephemeral Streams of On-Device User Data,http://arxiv.org/abs/2412.07962v2,2024-12-10T22:58:36+00:00,Christopher Bian,Bian,Bian; Cheu; Chiknavaryan; Gong; Gruteser; Guinan; Guzman; Kairouz; Lagzdin; McKenna; Ni; Roth; Spivak; Overveldt; Yi,Christopher Bian; Albert Cheu; Stanislav Chiknavaryan; Zoe Gong; Marco Gruteser; Oliver Guinan; Yannis Guzman; Peter Kairouz; Artem Lagzdin; Ryan McKenna; Grace Ni; Edo Roth; Maya Spivak; Timon Van Overveldt; Ren Yi,1,False,"The paper introduces Mayfly, a federated analytics system for computing private aggregate statistics from ephemeral on-device data streams, with no direct connection to claims reserving or actuarial practice.",Mayfly enables privacy-preserving aggregate analytics on transient user data but offers no practical relevance to general insurance reserving or loss estimation.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,61,2006.14010v2,Raising Expectations: Automating Expected Cost Analysis with Types,http://arxiv.org/abs/2006.14010v2,2020-06-24T19:27:24+00:00,Di Wang,Wang,Wang; Kahn; Hoffmann,Di Wang; David M Kahn; Jan Hoffmann,1,False,"The paper focuses on type-based analysis for bounding expected execution costs in probabilistic programs, with no direct connection to actuarial reserving or claims development modeling.",This work advances theoretical resource analysis for probabilistic programming but offers no practical value or transferability to general insurance claims reserving.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,62,2011.05839v2,Social Diversity and Spread of Pandemic: Evidence from India,http://arxiv.org/abs/2011.05839v2,2020-11-11T15:06:48+00:00,Upasak Das,Das,Das; Rathore; Sarkhel,Upasak Das; Udayan Rathore; Prasenjit Sarkhel,0,False,"This paper examines how caste-group diversity in India influenced the spread of COVID-19 during lockdowns, finding slower infection growth in more homogeneous districts.","Caste-group homogeneity is associated with slower pandemic spread, likely due to stronger community coordination and health worker engagement.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,63,2305.00518v1,Diagnostic Tests Before Modeling Longitudinal Actuarial Data,http://arxiv.org/abs/2305.00518v1,2023-04-30T16:13:26+00:00,Yinhuan Li,Li,Li; Fung; Peng; Qian,Yinhuan Li; Tsz Chai Fung; Liang Peng; Linyi Qian,7,True,"The paper introduces diagnostic tests to evaluate serial dynamics and dependence in longitudinal actuarial data, offering practical guidance for model selection in reserving contexts.",Validating assumptions about temporal dependence before modeling can significantly improve the reliability of reserving models by preventing misspecification.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,64,2408.01175v3,Common Noise by Random Measures: Constructing Mean-Field Equilibria for Competitive Investment and Hedging,http://arxiv.org/abs/2408.01175v3,2024-08-02T10:54:21+00:00,Dirk Becherer,Becherer,Becherer; Hesse,Dirk Becherer; Stefanie Hesse,1,False,"The paper focuses on mean-field game theory for investment and hedging under relative performance concerns, using stochastic differential equations with jumps, but does not address claims reserving, loss triangles, or actuarial reserving methods.",This work is mathematically rigorous in financial game theory but has no practical relevance to general insurance claims reserving or actuarial practice.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,65,2410.20841v2,Quantum Computational Insurance and Actuarial Science,http://arxiv.org/abs/2410.20841v2,2024-10-28T08:53:47+00:00,Huan-Yu Liu,Liu,Liu; Zhuang; Wang; Li; Dou; Chen; Xue; Wu; Guo; Guo,Huan-Yu Liu; Xi-Ning Zhuang; Chao Wang; Qing-Song Li; Meng-Han Dou; Zhao-Yun Chen; Cheng Xue; Yu-Chun Wu; Guo-Ping Guo; Guang-Can Guo,2,False,This paper explores the theoretical potential of quantum computing in insurance and actuarial science but lacks concrete applications to claims reserving or practical methodologies for actuaries.,"Quantum computing is framed as a future possibility for insurance, but no actionable reserving techniques, models, or empirical results are provided for current actuarial practice.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,66,2303.05913v1,Bootstrap Consistency for the Mack Bootstrap,http://arxiv.org/abs/2303.05913v1,2023-03-10T13:42:50+00:00,Julia Steinmetz,Steinmetz,Steinmetz; Jentsch,Julia Steinmetz; Carsten Jentsch,8,True,"This paper provides theoretical justification and improvement for the Mack bootstrap method in claims reserving, addressing its limitations in capturing estimation uncertainty and proposing a superior alternative with empirical validation.",The paper proves that the standard Mack bootstrap fails to capture estimation uncertainty and introduces an improved version that correctly models both process and estimation uncertainty components.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,67,1802.00114v1,Low Complexity Time Domain Semi-Blind MIMO-OFDM Channel Estimation Using Adaptive Bussgang Algorithm,http://arxiv.org/abs/1802.00114v1,2018-02-01T01:17:15+00:00,Ebrahim Karami,Karami,Karami; Juntti,Ebrahim Karami; Markku Juntti,0,False,This paper focuses on low-complexity channel estimation for MIMO-OFDM wireless communication systems and has no connection to actuarial claims reserving or insurance loss modelling.,"The research is entirely unrelated to general insurance reserving, offering no practical value or transferable methodology for the IFoA Working Party's objectives.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,68,2007.15172v1,Skewed link regression models for imbalanced binary response with applications to life insurance,http://arxiv.org/abs/2007.15172v1,2020-07-30T01:17:34+00:00,Shuang Yin,Yin,Yin; Dey; Valdez; Gan; Vadiveloo,Shuang Yin; Dipak K. Dey; Emiliano A. Valdez; Guojun Gan; Jeyaraj Vadiveloo,4,False,"The paper explores skewed link regression models for imbalanced binary outcomes in life insurance mortality prediction, using Bayesian methods and real data to show improved performance over standard GLMs.","Skewed link functions in Bayesian GLMs can better model rare mortality events in life insurance, but the focus on mortality rather than general insurance claims reserving limits its direct applicability to the working party's goals.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,69,2506.22513v1,Automated Defect Identification and Categorization in NDE 4.0 with the Application of Artificial Intelligence,http://arxiv.org/abs/2506.22513v1,2025-06-26T06:25:36+00:00,Aditya Sharma,Sharma,Sharma,Aditya Sharma,1,False,"This paper focuses on automated defect detection in industrial radiography using a modified U-Net model, with no connection to insurance claims reserving or actuarial practice.","The research is entirely unrelated to claims reserving, loss modelling, or any actuarial application, making it of negligible relevance to the working party.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,70,2009.04485v1,Aspect Classification for Legal Depositions,http://arxiv.org/abs/2009.04485v1,2020-09-09T18:00:15+00:00,Saurabh Chakravarty,Chakravarty,Chakravarty; Chekuri; Mehrotra; Fox,Saurabh Chakravarty; Satvik Chekuri; Maanav Mehrotra; Edward A. Fox,2,False,"This paper develops a text classification system to identify semantic aspects in legal depositions, primarily for summarization and information retrieval in tort litigation contexts.","While potentially useful for insurance claim agents reviewing deposition transcripts, the paper lacks direct application to claims reserving, reserve uncertainty, or predictive modeling of claim development.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,71,1804.09253v4,DeepTriangle: A Deep Learning Approach to Loss Reserving,http://arxiv.org/abs/1804.09253v4,2018-04-24T20:47:04+00:00,Kevin Kuo,Kuo,Kuo,Kevin Kuo,9,True,"DeepTriangle introduces a deep learning framework for loss reserving that jointly models paid losses and claims outstanding, requiring minimal feature engineering and outperforming traditional stochastic methods.",The model's ability to automate forecasts and improve accuracy across lines of business makes it highly practical for actuarial reserving workflows.,True
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,72,2203.12750v1,Copula-based Modeling for IBNR Claim Loss Reserving,http://arxiv.org/abs/2203.12750v1,2022-03-23T22:24:00+00:00,Samira Zaroudi,Zaroudi,Zaroudi; Faridrohani; Behzadi; Safari-Katesari,Samira Zaroudi; Mohammad Reza Faridrohani; Mohammad Hassan Behzadi; Hadi Safari-Katesari,8,True,"This paper introduces a copula-based model to capture dependencies in IBNR claim timing and delay, validated via simulation and real auto insurer data, with comparison to the classical chain ladder method.","Copula modeling of IBNR claim timing dependencies offers a practical, interpretable alternative to traditional methods with empirical validation against chain ladder.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,73,2111.05324v2,Average-case Speedup for Product Formulas,http://arxiv.org/abs/2111.05324v2,2021-11-09T18:49:48+00:00,Chi-Fang,Chi-Fang,Chi-Fang; Chen; Brandão,Chi-Fang; Chen; Fernando G. S. L. Brandão,0,False,"This paper explores theoretical improvements in quantum simulation using product formulas, with no connection to actuarial reserving or insurance claims modeling.","The paper demonstrates that product formulas for quantum simulation perform better on average-case inputs than worst-case bounds suggest, but this has no practical relevance to claims reserving.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,74,2510.27204v1,Functional Analysis of Loss-development Patterns in P&C Insurance,http://arxiv.org/abs/2510.27204v1,2025-10-31T05:54:48+00:00,Arthur Charpentier,Charpentier,Charpentier; Guo; Ludkovski,Arthur Charpentier; Qiheng Guo; Mike Ludkovski,8,True,"The paper applies functional data analysis to loss development triangles in workers' compensation, offering a probabilistic forecasting method with uncertainty quantification that outperforms Chain Ladder.","Functional bootstrapping combined with PCA-based regression enables accurate joint uncertainty quantification for incomplete loss development curves, directly advancing practical reserving methodology.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,75,2509.24158v1,Blockwise Missingness meets AI: A Tractable Solution for Semiparametric Inference,http://arxiv.org/abs/2509.24158v1,2025-09-29T01:17:28+00:00,Qi Xu,Xu,Xu; Testa; Lei; Roeder,Qi Xu; Lorenzo Testa; Jing Lei; Kathryn Roeder,3,False,"The paper introduces a semiparametric inference method for blockwise missing data using AI models, but it is not focused on claims reserving or insurance applications.","The IBM(RAY) estimator improves efficiency over complete-case analysis for blockwise missing data, regardless of AI model accuracy, but lacks direct relevance to actuarial reserving contexts.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,76,1801.01792v1,Dynamic and granular loss reserving with copulae,http://arxiv.org/abs/1801.01792v1,2018-01-05T15:25:42+00:00,Matúš Maciak,Maciak,Maciak; Okhrin; Pešta,Matúš Maciak; Ostap Okhrin; Michal Pešta,8,True,"This paper introduces a time-varying copula framework for granular, claim-level reserving to address limitations of aggregated triangle methods, with potential for improved reserve estimation across multiple lines of business.","The proposed copula-based approach enables dynamic, micro-level reserving by modeling dependencies in individual claim development, offering a practical alternative to traditional aggregate methods.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,77,1908.05200v1,Nonparametric modeling cash flows of insurance company,http://arxiv.org/abs/1908.05200v1,2019-08-14T16:18:15+00:00,Valery Baskakov,Baskakov,Baskakov; Sheparnev; Yanenko,Valery Baskakov; Nikolay Sheparnev; Evgeny Yanenko,7,True,"The paper introduces a nonparametric method for modeling insurance cash flows and estimating reserves including IBNR, validated against traditional actuarial methods using real Russian non-life data.","The additive, claim-level estimation approach enables flexible reserve redistribution and financial reporting alignment while maintaining accuracy comparable to chain-ladder and Bornhuetter-Ferguson methods.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,78,2009.12071v2,Mott transition and electronic excitation of the Gutzwiller wavefunction,http://arxiv.org/abs/2009.12071v2,2020-09-25T07:40:11+00:00,Masanori Kohno,Kohno,Kohno,Masanori Kohno,0,False,"This paper explores the Mott transition in condensed matter physics using the Gutzwiller wavefunction and does not address claims reserving, actuarial science, or machine learning applications in insurance.","The Mott transition is better understood as freezing of charge degrees of freedom while spin remains active, even under Fermi-liquid-like ground states.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,79,1903.10447v1,Frequency-splitting estimators of single-propagator traces,http://arxiv.org/abs/1903.10447v1,2019-03-25T16:29:49+00:00,Leonardo Giusti,Giusti,Giusti; Harris; Nada; Schaefer,Leonardo Giusti; Tim Harris; Alessandro Nada; Stefan Schaefer,0,False,"This paper focuses on improving stochastic estimators for fermion traces in lattice QCD, with no connection to actuarial reserving, claims development, or insurance loss modeling.",The proposed frequency-splitting estimators significantly reduce computational cost in quantum chromodynamics simulations but offer no practical value for general insurance reserving research.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,80,2109.08109v3,Standard Errors for Calibrated Parameters,http://arxiv.org/abs/2109.08109v3,2021-09-16T16:57:46+00:00,Matthew D. Cocci,Cocci,Cocci; Plagborg-Møller,Matthew D. Cocci; Mikkel Plagborg-Møller,3,False,"The paper develops conservative standard errors for calibrated structural models using only variances of empirical moments, with applications in macroeconomics, but does not address claims reserving or actuarial practice.","Conservative standard errors can be derived without estimating moment correlations, offering robust inference under worst-case assumptions, though not tailored to reserving contexts.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,81,2603.14543v1,Gradient Boosting for Spatial Panel Models with Random and Fixed Effects,http://arxiv.org/abs/2603.14543v1,2026-03-15T18:33:56+00:00,Michael Balzer,Balzer,Balzer; Benlahlou,Michael Balzer; Adhen Benlahlou,6,False,"The paper introduces a gradient boosting framework for spatial panel models with fixed and random effects, applicable to non-life insurance data at a district level, though not focused on claims reserving or development triangles.","Gradient boosting can handle high-dimensional spatial panel data with interpretable results and implicit regularization, offering potential for actuarial applications in geographically stratified loss modeling.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,82,1911.02418v1,Modelling extreme claims via composite models and threshold selection methods,http://arxiv.org/abs/1911.02418v1,2019-11-06T14:56:06+00:00,Yinzhi Wang,Wang,Wang; Haff; Huseby,Yinzhi Wang; Ingrid Hobæk Haff; Arne Huseby,6,False,"This paper explores composite models for extreme claims using threshold selection methods and evaluates their impact on reserve estimation, with a focus on bulk distribution choice and sample size effects.","The square root rule performs best for reserve estimation with sufficient data, while simultaneous estimation excels in small samples, and bulk distribution choice significantly affects results—especially under heavy tails.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,83,2512.18558v1,Distributionally Robust Multi-Agent Reinforcement Learning for Intelligent Traffic Control,http://arxiv.org/abs/2512.18558v1,2025-12-21T01:19:24+00:00,Shuwei Pei,Pei,Pei; Borger; Kosay; Sayin; Ahmed,Shuwei Pei; Joran Borger; Arda Kosay; Muhammed O. Sayin; Saeed Ahmed,0,False,"This paper focuses on traffic signal control using multi-agent reinforcement learning and distributional robustness, with no connection to claims reserving, loss development, or actuarial modeling.",The research advances robust traffic control under uncertain demand but offers no practical value or transferability to general insurance reserving.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,84,1701.03934v1,Robust bootstrap procedures for the chain-ladder method,http://arxiv.org/abs/1701.03934v1,2017-01-14T15:33:42+00:00,Kris Peremans,Peremans,Peremans; Segaert; Aelst; Verdonck,Kris Peremans; Pieter Segaert; Stefan Van Aelst; Tim Verdonck,8,True,"This paper introduces robust bootstrap methods for the chain-ladder technique to improve reserve estimation under outlier contamination, with applications to one-year risk measures and validation on real and simulated data.","Robust bootstrap procedures can meaningfully enhance the reliability of stochastic reserve estimates in the presence of outliers, offering practical value for actuarial reserving practice.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,85,1608.03948v1,Quantitative measure for the spin-charge separation in two dimensional Hubbard model,http://arxiv.org/abs/1608.03948v1,2016-08-13T07:31:19+00:00,Amir Youssefi,Youssefi,Youssefi; Ansari-Fard; Jafari,Amir Youssefi; M. Ansari-Fard; S. A. Jafari,0,False,"This paper introduces a quantitative measure for spin-charge separation in the 2D Hubbard model, focusing on condensed matter physics and non-equilibrium dynamics, with no connection to actuarial reserving or insurance claims modeling.",The paper's focus on quantum many-body systems and Mott insulators has no practical relevance to general insurance claims reserving or machine learning applications in actuarial science.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,86,1808.07351v2,Long monotone trails in random edge-labelings of random graphs,http://arxiv.org/abs/1808.07351v2,2018-08-22T13:43:00+00:00,Omer Angel,Angel,Angel; Ferber; Sudakov; Tassion,Omer Angel; Asaf Ferber; Benny Sudakov; Vincent Tassion,0,False,"This paper studies the asymptotic length of increasing trails and paths in randomly edge-labeled Erdős–Rényi graphs, with no connection to actuarial reserving or insurance claims modeling.","The paper provides theoretical results on random graph labelings and trail lengths, which are mathematically interesting but irrelevant to claims reserving or machine learning applications in actuarial science.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,87,1912.10526v1,Building and Testing Yield Curve Generators for P&C Insurance,http://arxiv.org/abs/1912.10526v1,2019-12-22T20:13:23+00:00,Gary Venter,Venter,Venter; Shang,Gary Venter; Kailan Shang,2,False,"The paper focuses on yield curve generators and interest rate risk for P&C insurers, with emphasis on bond valuation and capital impacts under GAAP, not claims reserving or loss development.","This work addresses asset-side interest rate risk modeling for P&C insurers, which is tangential to the working party's focus on liability-side claims reserving and predictive modeling.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,88,2504.09396v2,Adaptive Insurance Reserving with CVaR-Constrained Reinforcement Learning under Macroeconomic Regimes,http://arxiv.org/abs/2504.09396v2,2025-04-13T01:43:25+00:00,Stella C. Dong,Dong,Dong,Stella C. Dong,8,True,"This paper frames reserving as a reinforcement learning problem under macroeconomic regimes, using CVaR-constrained PPO to optimize reserve adequacy and solvency while aligning with regulatory frameworks like Solvency II.","Reinforcement learning with CVaR constraints can improve tail-risk control in reserving decisions under macroeconomic stress, offering a governance-aligned alternative to classical actuarial methods.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,89,1808.00444v1,String tension and robustness of confinement properties of in the Schwinger-Thirring model,http://arxiv.org/abs/1808.00444v1,2018-08-01T17:47:56+00:00,Joao C. Pinto Barros,Barros,Barros; Dalmonte; Trombettoni,Joao C. Pinto Barros; Marcello Dalmonte; Andrea Trombettoni,0,False,"This paper explores confinement properties in the Schwinger-Thirring model from a theoretical physics perspective, with no connection to actuarial science or claims reserving.",The paper's findings on quantum field theory and string tension have no practical relevance to general insurance reserving or machine learning applications in actuarial practice.,False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,90,2105.08690v2,"""Worst-Case"" Micro-Lensing in the Identification and Modeling of Lensed Quasars",http://arxiv.org/abs/2105.08690v2,2021-05-18T17:21:15+00:00,Luke Weisenbach,Weisenbach,Weisenbach; Schechter; Pontula,Luke Weisenbach; Paul Schechter; Sahil Pontula,0,False,This paper addresses astrophysical micro-lensing effects in quasar observations and has no connection to actuarial claims reserving or insurance loss modelling.,"The paper quantifies worst-case micro-lensing uncertainties in astronomical imaging, which is entirely unrelated to general insurance reserving practice or methodology.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,91,2004.08032v3,A non-convex regularization approach for stable estimation of loss development factors,http://arxiv.org/abs/2004.08032v3,2020-04-17T02:05:43+00:00,Himchan Jeong,Jeong,Jeong; Chang; Valdez,Himchan Jeong; Hyunwoong Chang; Emiliano A. Valdez,7,True,"The paper introduces a non-convex regularization method (LAAD penalty) to stabilize loss development factor estimation in claims reserving, demonstrating promising results on real P&C data with a provably convergent algorithm.","LAAD-penalized regression improves stability and variable selection in estimating loss development factors, offering a practical, statistically grounded alternative to traditional methods for actuarial reserving.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,92,2603.13803v1,ALTIS: Automated Loss Triage and Impact Scoring from Sentinel-1 SAR for Property-Level Flood Damage Assessment,http://arxiv.org/abs/2603.13803v1,2026-03-14T07:22:43+00:00,Amogh Vinaykumar,Vinaykumar,Vinaykumar; Kamasani,Amogh Vinaykumar; Prem Kamasani,3,False,"The paper introduces ALTIS, a satellite-based flood damage assessment system for property-level triage, aimed at reducing manual claims inspections but not directly addressing reserving or reserve estimation.","ALTIS improves post-flood claims triage efficiency using SAR data but does not contribute to claims reserving, IBNR/RBNS estimation, or probabilistic reserve forecasting.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,93,2510.27519v1,Mastering an Accurate and Generalizable Simulation-Based Method to Obtain Bias-corrected Point Estimates and Sampling Variance for Any Effect Sizes,http://arxiv.org/abs/2510.27519v1,2025-10-31T14:46:25+00:00,Shinichi Nakagawa,Nakagawa,Nakagawa; Mizuno; Williams; Ortega; Drobniak; Lagisz; Yang; Senior; Noble; Lundgren,Shinichi Nakagawa; Ayumi Mizuno; Coralie Williams; Santiago Ortega; Szymon M. Drobniak; Malgorzata Lagisz; Yefeng Yang; Alistair M. Senior; Daniel W. A. Noble; Erick Lundgren,2,False,"The paper introduces a simulation-based bootstrap method (SAFE) for deriving bias-corrected effect size estimates and sampling variances in meta-analysis, primarily targeting statistical practitioners rather than actuarial reserving contexts.","SAFE bootstrap simplifies variance estimation for arbitrary effect sizes via simulation, but lacks direct applicability to claims reserving, IBNR, or loss development modeling.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,94,2007.15475v1,Connecting actuarial judgment to probabilistic learning techniques with graph theory,http://arxiv.org/abs/2007.15475v1,2020-07-29T13:24:40+00:00,Roland R. Ramsahai,Ramsahai,Ramsahai,Roland R. Ramsahai,7,True,"The paper explores using graphical models to represent actuarial judgment and probabilistic learning in non-life insurance claims, with potential for integrating telematics and dynamic data.","Graphical models offer a structured, intuitive way to embed actuarial judgment into probabilistic reserving frameworks while enabling scalable inference on complex, interdependent claim variables.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,95,2504.09292v1,Stochastic Claims Reserving Using State Space Modeling,http://arxiv.org/abs/2504.09292v1,2025-04-12T17:29:29+00:00,Rajesh Selukar,Selukar,Selukar,Rajesh Selukar,8,True,"This paper presents a statistically robust state space modeling framework for IBNR reserving, complete with Kalman filtering, smoothing, and simulation methods, demonstrated on real data with reproducible SAS code.","State space models offer a transparent, probabilistic, and computationally tractable approach to claims reserving that integrates model fitting, diagnostics, and uncertainty quantification in a unified framework.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,96,2407.12564v1,Shackling Uncertainty using Mixed Criticality in Monte-Carlo Tree Search,http://arxiv.org/abs/2407.12564v1,2024-07-17T13:48:05+00:00,Franco Cordeiro,Cordeiro,Cordeiro; Tardieu; Pautet,Franco Cordeiro; Samuel Tardieu; Laurent Pautet,1,False,"The paper introduces a mixed criticality extension to Monte-Carlo Tree Search for embedded systems with uncertain resource costs, but it has no direct or transferable application to actuarial claims reserving.","The method optimizes resource allocation under uncertainty in real-time systems, which is unrelated to insurance reserving problems.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,97,2212.00985v1,A comparative analysis of several multivariate zero-inflated and zero-modified models with applications in insurance,http://arxiv.org/abs/2212.00985v1,2022-12-02T05:36:28+00:00,Pengcheng Zhang,Zhang,Zhang; Pitt; Wu,Pengcheng Zhang; David Pitt; Xueyuan Wu,6,False,"The paper explores multivariate zero-inflated and zero-modified models for modeling correlated claim frequencies across insurance lines, with empirical applications to automobile insurance data.","Multivariate zero-modified models offer a flexible and robust approach to handling excess or deficient common zeros in correlated claim frequency data, which can improve reserving accuracy when modeling multiple lines of business.",False
batch_8514fc94-55cc-4a04-97b5-02e6f97a58d7_20260408_162305_parsed_success.jsonl,8514fc94-55cc-4a04-97b5-02e6f97a58d7,20260408_162305,98,2405.02871v2,Modeling frequency distribution above a priority in presence of IBNR,http://arxiv.org/abs/2405.02871v2,2024-05-05T09:57:11+00:00,Nicolas Baradel,Baradel,Baradel,Nicolas Baradel,6,False,"The paper addresses frequency modeling above a priority level in reinsurance, incorporating IBNR and using Schnieper's framework with Poisson and Negative Binomial distributions, plus bootstrap uncertainty quantification.","Schnieper's model provides a consistent Poisson-based foundation for estimating claim frequencies above a priority, with bootstrap methods enhancing parameter uncertainty assessment in IBNR-inclusive settings.",False
